order_id,item_id,product_id,quantity,list_price,discount
204.0,1.0,6.0,2.0,469.99,0.07
204.0,2.0,17.0,2.0,429.0,0.1
205.0,1.0,22.0,2.0,269.99,0.05
205.0,2.0,24.0,2.0,549.99,0.1
206.0,1.0,25.0,1.0,499.99,0.05
206.0,2.0,20.0,1.0,599.99,0.2
207.0,1.0,12.0,2.0,549.99,0.2
207.0,2.0,5.0,1.0,1320.99,0.05
207.0,3.0,11.0,2.0,1680.99,0.07
207.0,4.0,7.0,2.0,3999.99,0.1
208.0,1.0,6.0,2.0,469.99,0.05
208.0,2.0,4.0,2.0,2899.99,0.07
208.0,3.0,3.0,1.0,999.99,0.05
208.0,4.0,12.0,1.0,549.99,0.2
208.0,5.0,10.0,2.0,1549.0,0.05
209.0,1.0,13.0,1.0,269.99,0.1
210.0,1.0,14.0,1.0,269.99,0.07
210.0,2.0,13.0,2.0,269.99,0.2
211.0,1.0,10.0,1.0,1549.0,0.07
211.0,2.0,2.0,2.0,749.99,0.07
212.0,1.0,16.0,2.0,599.99,0.07
212.0,2.0,12.0,2.0,549.99,0.2
212.0,3.0,19.0,1.0,449.0,0.1
212.0,4.0,7.0,1.0,3999.99,0.2
213.0,1.0,13.0,1.0,269.99,0.1
214.0,1.0,21.0,1.0,269.99,0.1
215.0,1.0,19.0,1.0,449.0,0.07
215.0,2.0,12.0,2.0,549.99,0.1
216.0,1.0,22.0,2.0,269.99,0.1
216.0,2.0,16.0,2.0,599.99,0.05
217.0,1.0,18.0,1.0,449.0,0.1
217.0,2.0,10.0,2.0,1549.0,0.1
217.0,3.0,17.0,1.0,429.0,0.07
218.0,1.0,2.0,2.0,749.99,0.1
218.0,2.0,13.0,1.0,269.99,0.07
218.0,3.0,12.0,1.0,549.99,0.05
219.0,1.0,26.0,1.0,599.99,0.05
219.0,2.0,5.0,1.0,1320.99,0.2
220.0,1.0,6.0,2.0,469.99,0.05
220.0,2.0,25.0,1.0,499.99,0.07
220.0,3.0,22.0,2.0,269.99,0.1
220.0,4.0,3.0,2.0,999.99,0.2
221.0,1.0,11.0,2.0,1680.99,0.07
222.0,1.0,10.0,1.0,1549.0,0.1
222.0,2.0,2.0,2.0,749.99,0.1
223.0,1.0,7.0,2.0,3999.99,0.05
223.0,2.0,5.0,1.0,1320.99,0.2
223.0,3.0,21.0,2.0,269.99,0.1
223.0,4.0,20.0,1.0,599.99,0.05
223.0,5.0,15.0,1.0,529.99,0.05
224.0,1.0,6.0,1.0,469.99,0.07
224.0,2.0,11.0,2.0,1680.99,0.1
224.0,3.0,10.0,2.0,1549.0,0.2
224.0,4.0,25.0,1.0,499.99,0.05
225.0,1.0,21.0,1.0,269.99,0.1
225.0,2.0,9.0,1.0,2999.99,0.1
226.0,1.0,2.0,1.0,749.99,0.05
227.0,1.0,3.0,2.0,999.99,0.05
227.0,2.0,15.0,2.0,529.99,0.1
228.0,1.0,25.0,1.0,499.99,0.2
228.0,2.0,2.0,2.0,749.99,0.07
228.0,3.0,23.0,2.0,299.99,0.1
228.0,4.0,4.0,1.0,2899.99,0.2
228.0,5.0,22.0,1.0,269.99,0.05
229.0,1.0,25.0,2.0,499.99,0.2
229.0,2.0,5.0,2.0,1320.99,0.1
229.0,3.0,8.0,1.0,1799.99,0.2
230.0,1.0,11.0,2.0,1680.99,0.07
231.0,1.0,8.0,2.0,1799.99,0.07
231.0,2.0,14.0,2.0,269.99,0.2
231.0,3.0,5.0,2.0,1320.99,0.2
232.0,1.0,18.0,1.0,449.0,0.07
232.0,2.0,11.0,2.0,1680.99,0.05
232.0,3.0,26.0,2.0,599.99,0.07
232.0,4.0,8.0,2.0,1799.99,0.1
233.0,1.0,14.0,1.0,269.99,0.1
233.0,2.0,16.0,2.0,599.99,0.1
233.0,3.0,12.0,1.0,549.99,0.2
233.0,4.0,15.0,2.0,529.99,0.07
234.0,1.0,11.0,2.0,1680.99,0.2
234.0,2.0,17.0,2.0,429.0,0.05
234.0,3.0,12.0,1.0,549.99,0.1
234.0,4.0,7.0,1.0,3999.99,0.05
234.0,5.0,23.0,1.0,299.99,0.1
235.0,1.0,6.0,1.0,469.99,0.07
235.0,2.0,13.0,2.0,269.99,0.05
235.0,3.0,7.0,2.0,3999.99,0.05
236.0,1.0,3.0,2.0,999.99,0.07
236.0,2.0,2.0,2.0,749.99,0.1
236.0,3.0,4.0,2.0,2899.99,0.1
237.0,1.0,15.0,1.0,529.99,0.2
237.0,2.0,24.0,1.0,549.99,0.07
237.0,3.0,20.0,2.0,599.99,0.2
237.0,4.0,26.0,1.0,599.99,0.05
238.0,1.0,20.0,2.0,599.99,0.2
238.0,2.0,25.0,1.0,499.99,0.07
238.0,3.0,13.0,2.0,269.99,0.2
238.0,4.0,22.0,2.0,269.99,0.05
238.0,5.0,7.0,1.0,3999.99,0.07
239.0,1.0,16.0,2.0,599.99,0.1
239.0,2.0,21.0,2.0,269.99,0.05
239.0,3.0,18.0,1.0,449.0,0.07
239.0,4.0,4.0,2.0,2899.99,0.07
240.0,1.0,9.0,1.0,2999.99,0.07
240.0,2.0,8.0,1.0,1799.99,0.07
240.0,3.0,5.0,1.0,1320.99,0.07
240.0,4.0,18.0,2.0,449.0,0.07
241.0,1.0,7.0,1.0,3999.99,0.2
242.0,1.0,3.0,1.0,999.99,0.2
243.0,1.0,25.0,2.0,499.99,0.05
243.0,2.0,19.0,2.0,449.0,0.07
243.0,3.0,7.0,2.0,3999.99,0.05
244.0,1.0,19.0,1.0,449.0,0.07
244.0,2.0,25.0,1.0,499.99,0.2
244.0,3.0,22.0,1.0,269.99,0.1
245.0,1.0,10.0,2.0,1549.0,0.05
245.0,2.0,8.0,1.0,1799.99,0.1
246.0,1.0,17.0,2.0,429.0,0.2
247.0,1.0,25.0,1.0,499.99,0.07
247.0,2.0,3.0,1.0,999.99,0.2
248.0,1.0,13.0,1.0,269.99,0.1
248.0,2.0,26.0,2.0,599.99,0.1
248.0,3.0,17.0,1.0,429.0,0.1
248.0,4.0,9.0,1.0,2999.99,0.2
249.0,1.0,7.0,2.0,3999.99,0.05
249.0,2.0,18.0,2.0,449.0,0.05
249.0,3.0,22.0,1.0,269.99,0.1
250.0,1.0,17.0,2.0,429.0,0.05
250.0,2.0,11.0,2.0,1680.99,0.1
251.0,1.0,23.0,2.0,299.99,0.2
251.0,2.0,22.0,2.0,269.99,0.05
252.0,1.0,11.0,2.0,1680.99,0.1
252.0,2.0,4.0,1.0,2899.99,0.07
252.0,3.0,19.0,1.0,449.0,0.1
253.0,1.0,11.0,2.0,1680.99,0.07
254.0,1.0,6.0,2.0,469.99,0.07
254.0,2.0,3.0,1.0,999.99,0.05
254.0,3.0,12.0,1.0,549.99,0.05
255.0,1.0,5.0,2.0,1320.99,0.1
255.0,2.0,14.0,1.0,269.99,0.2
255.0,3.0,2.0,2.0,749.99,0.2
255.0,4.0,21.0,1.0,269.99,0.07
256.0,1.0,11.0,1.0,1680.99,0.1
256.0,2.0,21.0,1.0,269.99,0.05
257.0,1.0,8.0,2.0,1799.99,0.07
257.0,2.0,13.0,2.0,269.99,0.2
257.0,3.0,10.0,2.0,1549.0,0.1
257.0,4.0,15.0,1.0,529.99,0.1
258.0,1.0,8.0,2.0,1799.99,0.05
258.0,2.0,4.0,1.0,2899.99,0.07
258.0,3.0,19.0,1.0,449.0,0.07
258.0,4.0,18.0,1.0,449.0,0.05
259.0,1.0,26.0,1.0,599.99,0.05
259.0,2.0,6.0,2.0,469.99,0.1
259.0,3.0,2.0,2.0,749.99,0.2
259.0,4.0,4.0,1.0,2899.99,0.1
260.0,1.0,23.0,2.0,299.99,0.2
260.0,2.0,10.0,1.0,1549.0,0.2
260.0,3.0,24.0,2.0,549.99,0.2
261.0,1.0,16.0,2.0,599.99,0.05
261.0,2.0,14.0,1.0,269.99,0.1
261.0,3.0,17.0,2.0,429.0,0.1
262.0,1.0,2.0,1.0,749.99,0.07
262.0,2.0,9.0,2.0,2999.99,0.05
263.0,1.0,9.0,1.0,2999.99,0.07
263.0,2.0,3.0,1.0,999.99,0.2
263.0,3.0,2.0,2.0,749.99,0.05
264.0,1.0,10.0,1.0,1549.0,0.2
264.0,2.0,24.0,2.0,549.99,0.05
264.0,3.0,15.0,2.0,529.99,0.1
264.0,4.0,3.0,2.0,999.99,0.07
265.0,1.0,9.0,2.0,2999.99,0.2
266.0,1.0,6.0,2.0,469.99,0.07
266.0,2.0,19.0,1.0,449.0,0.2
266.0,3.0,25.0,1.0,499.99,0.05
267.0,1.0,22.0,2.0,269.99,0.2
267.0,2.0,23.0,2.0,299.99,0.1
267.0,3.0,24.0,1.0,549.99,0.1
267.0,4.0,7.0,2.0,3999.99,0.07
267.0,5.0,21.0,1.0,269.99,0.05
268.0,1.0,7.0,1.0,3999.99,0.05
268.0,2.0,6.0,2.0,469.99,0.2
268.0,3.0,9.0,1.0,2999.99,0.1
269.0,1.0,5.0,1.0,1320.99,0.07
269.0,2.0,23.0,2.0,299.99,0.07
269.0,3.0,18.0,1.0,449.0,0.05
269.0,4.0,3.0,1.0,999.99,0.05
270.0,1.0,25.0,2.0,499.99,0.2
270.0,2.0,15.0,1.0,529.99,0.1
271.0,1.0,11.0,2.0,1680.99,0.07
271.0,2.0,6.0,2.0,469.99,0.05
271.0,3.0,13.0,1.0,269.99,0.1
271.0,4.0,7.0,2.0,3999.99,0.1
272.0,1.0,2.0,2.0,749.99,0.07
272.0,2.0,11.0,1.0,1680.99,0.07
273.0,1.0,21.0,1.0,269.99,0.1
274.0,1.0,11.0,2.0,1680.99,0.05
274.0,2.0,25.0,2.0,499.99,0.1
274.0,3.0,9.0,2.0,2999.99,0.07
275.0,1.0,18.0,1.0,449.0,0.05
275.0,2.0,25.0,1.0,499.99,0.1
275.0,3.0,7.0,2.0,3999.99,0.05
276.0,1.0,3.0,2.0,999.99,0.2
276.0,2.0,17.0,1.0,429.0,0.05
276.0,3.0,9.0,2.0,2999.99,0.07
277.0,1.0,20.0,2.0,599.99,0.2
277.0,2.0,6.0,2.0,469.99,0.2
277.0,3.0,13.0,2.0,269.99,0.1
278.0,1.0,16.0,1.0,599.99,0.2
278.0,2.0,19.0,2.0,449.0,0.07
278.0,3.0,13.0,1.0,269.99,0.07
278.0,4.0,11.0,2.0,1680.99,0.07
279.0,1.0,25.0,1.0,499.99,0.07
280.0,1.0,25.0,1.0,499.99,0.07
280.0,2.0,26.0,2.0,599.99,0.07
280.0,3.0,13.0,1.0,269.99,0.07
281.0,1.0,22.0,1.0,269.99,0.07
281.0,2.0,14.0,2.0,269.99,0.1
281.0,3.0,7.0,2.0,3999.99,0.07
282.0,1.0,20.0,1.0,599.99,0.07
282.0,2.0,7.0,2.0,3999.99,0.07
282.0,3.0,3.0,2.0,999.99,0.05
282.0,4.0,16.0,2.0,599.99,0.07
283.0,1.0,9.0,1.0,2999.99,0.05
283.0,2.0,16.0,2.0,599.99,0.2
284.0,1.0,24.0,2.0,549.99,0.2
284.0,2.0,20.0,1.0,599.99,0.2
285.0,1.0,16.0,2.0,599.99,0.05
285.0,2.0,12.0,1.0,549.99,0.05
285.0,3.0,2.0,1.0,749.99,0.1
286.0,1.0,26.0,2.0,599.99,0.2
286.0,2.0,21.0,2.0,269.99,0.07
286.0,3.0,16.0,2.0,599.99,0.1
286.0,4.0,7.0,1.0,3999.99,0.1
287.0,1.0,5.0,1.0,1320.99,0.2
287.0,2.0,10.0,1.0,1549.0,0.05
287.0,3.0,2.0,1.0,749.99,0.05
287.0,4.0,20.0,1.0,599.99,0.05
288.0,1.0,4.0,1.0,2899.99,0.2
288.0,2.0,10.0,1.0,1549.0,0.1
288.0,3.0,7.0,2.0,3999.99,0.05
289.0,1.0,13.0,1.0,269.99,0.07
289.0,2.0,24.0,1.0,549.99,0.2
289.0,3.0,17.0,1.0,429.0,0.2
290.0,1.0,2.0,2.0,749.99,0.07
290.0,2.0,5.0,2.0,1320.99,0.07
290.0,3.0,21.0,1.0,269.99,0.1
291.0,1.0,6.0,2.0,469.99,0.05
291.0,2.0,21.0,2.0,269.99,0.07
292.0,1.0,18.0,2.0,449.0,0.1
292.0,2.0,4.0,1.0,2899.99,0.07
292.0,3.0,10.0,2.0,1549.0,0.05
293.0,1.0,19.0,2.0,449.0,0.05
293.0,2.0,6.0,1.0,469.99,0.2
294.0,1.0,18.0,1.0,449.0,0.2
294.0,2.0,14.0,1.0,269.99,0.2
294.0,3.0,7.0,2.0,3999.99,0.05
294.0,4.0,25.0,2.0,499.99,0.2
295.0,1.0,22.0,2.0,269.99,0.07
296.0,1.0,25.0,2.0,499.99,0.07
296.0,2.0,12.0,2.0,549.99,0.1
296.0,3.0,11.0,2.0,1680.99,0.1
296.0,4.0,9.0,1.0,2999.99,0.2
297.0,1.0,4.0,2.0,2899.99,0.2
298.0,1.0,23.0,1.0,299.99,0.2
298.0,2.0,6.0,2.0,469.99,0.05
298.0,3.0,22.0,1.0,269.99,0.2
298.0,4.0,9.0,1.0,2999.99,0.07
298.0,5.0,14.0,2.0,269.99,0.1
299.0,1.0,11.0,2.0,1680.99,0.05
299.0,2.0,10.0,2.0,1549.0,0.2
300.0,1.0,16.0,2.0,599.99,0.1
300.0,2.0,9.0,2.0,2999.99,0.1
300.0,3.0,10.0,1.0,1549.0,0.1
300.0,4.0,11.0,2.0,1680.99,0.2
301.0,1.0,6.0,1.0,469.99,0.05
301.0,2.0,22.0,1.0,269.99,0.1
302.0,1.0,24.0,2.0,549.99,0.2
302.0,2.0,18.0,2.0,449.0,0.07
302.0,3.0,2.0,2.0,749.99,0.2
303.0,1.0,8.0,2.0,1799.99,0.05
303.0,2.0,24.0,2.0,549.99,0.05
304.0,1.0,10.0,1.0,1549.0,0.05
304.0,2.0,7.0,2.0,3999.99,0.1
304.0,3.0,20.0,1.0,599.99,0.1
305.0,1.0,10.0,1.0,1549.0,0.07
305.0,2.0,6.0,1.0,469.99,0.1
305.0,3.0,3.0,2.0,999.99,0.2
306.0,1.0,10.0,1.0,1549.0,0.2
306.0,2.0,22.0,1.0,269.99,0.07
307.0,1.0,15.0,2.0,529.99,0.05
308.0,1.0,7.0,1.0,3999.99,0.1
308.0,2.0,18.0,2.0,449.0,0.2
308.0,3.0,14.0,1.0,269.99,0.2
309.0,1.0,3.0,1.0,999.99,0.05
309.0,2.0,12.0,1.0,549.99,0.05
310.0,1.0,7.0,2.0,3999.99,0.07
310.0,2.0,14.0,2.0,269.99,0.1
310.0,3.0,5.0,2.0,1320.99,0.2
310.0,4.0,8.0,1.0,1799.99,0.2
311.0,1.0,17.0,2.0,429.0,0.05
311.0,2.0,5.0,2.0,1320.99,0.2
312.0,1.0,24.0,2.0,549.99,0.05
312.0,2.0,14.0,2.0,269.99,0.07
312.0,3.0,16.0,2.0,599.99,0.05
313.0,1.0,4.0,1.0,2899.99,0.07
313.0,2.0,10.0,2.0,1549.0,0.07
314.0,1.0,5.0,1.0,1320.99,0.07
314.0,2.0,9.0,1.0,2999.99,0.05
314.0,3.0,22.0,2.0,269.99,0.2
314.0,4.0,7.0,2.0,3999.99,0.07
315.0,1.0,11.0,1.0,1680.99,0.2
315.0,2.0,9.0,1.0,2999.99,0.1
316.0,1.0,2.0,2.0,749.99,0.2
316.0,2.0,16.0,2.0,599.99,0.1
316.0,3.0,20.0,1.0,599.99,0.1
316.0,4.0,19.0,1.0,449.0,0.2
316.0,5.0,17.0,1.0,429.0,0.05
317.0,1.0,10.0,1.0,1549.0,0.2
317.0,2.0,22.0,1.0,269.99,0.05
317.0,3.0,15.0,1.0,529.99,0.05
317.0,4.0,13.0,2.0,269.99,0.2
318.0,1.0,13.0,2.0,269.99,0.1
318.0,2.0,25.0,2.0,499.99,0.2
318.0,3.0,9.0,1.0,2999.99,0.05
319.0,1.0,11.0,1.0,1680.99,0.07
319.0,2.0,21.0,1.0,269.99,0.2
319.0,3.0,15.0,2.0,529.99,0.1
319.0,4.0,23.0,1.0,299.99,0.05
320.0,1.0,2.0,1.0,749.99,0.1
321.0,1.0,4.0,2.0,2899.99,0.2
321.0,2.0,12.0,2.0,549.99,0.2
321.0,3.0,26.0,1.0,599.99,0.2
321.0,4.0,23.0,2.0,299.99,0.2
322.0,1.0,13.0,2.0,269.99,0.2
322.0,2.0,21.0,1.0,269.99,0.07
323.0,1.0,13.0,2.0,269.99,0.07
323.0,2.0,26.0,2.0,599.99,0.1
324.0,1.0,2.0,2.0,749.99,0.1
324.0,2.0,17.0,1.0,429.0,0.2
324.0,3.0,22.0,2.0,269.99,0.2
324.0,4.0,19.0,1.0,449.0,0.05
324.0,5.0,12.0,1.0,549.99,0.05
325.0,1.0,7.0,1.0,3999.99,0.05
325.0,2.0,12.0,1.0,549.99,0.2
325.0,3.0,6.0,2.0,469.99,0.2
326.0,1.0,12.0,1.0,549.99,0.1
326.0,2.0,23.0,1.0,299.99,0.07
327.0,1.0,12.0,2.0,549.99,0.07
327.0,2.0,13.0,1.0,269.99,0.07
327.0,3.0,4.0,1.0,2899.99,0.05
328.0,1.0,6.0,2.0,469.99,0.1
329.0,1.0,14.0,2.0,269.99,0.07
329.0,2.0,8.0,2.0,1799.99,0.05
329.0,3.0,23.0,1.0,299.99,0.2
329.0,4.0,17.0,1.0,429.0,0.07
329.0,5.0,26.0,2.0,599.99,0.05
330.0,1.0,21.0,2.0,269.99,0.05
331.0,1.0,17.0,2.0,429.0,0.1
332.0,1.0,18.0,2.0,449.0,0.05
333.0,1.0,18.0,2.0,449.0,0.07
333.0,2.0,8.0,2.0,1799.99,0.05
333.0,3.0,3.0,1.0,999.99,0.2
334.0,1.0,16.0,2.0,599.99,0.2
334.0,2.0,9.0,1.0,2999.99,0.05
334.0,3.0,3.0,2.0,999.99,0.05
335.0,1.0,6.0,1.0,469.99,0.1
335.0,2.0,2.0,2.0,749.99,0.1
335.0,3.0,21.0,1.0,269.99,0.07
336.0,1.0,4.0,1.0,2899.99,0.1
336.0,2.0,12.0,1.0,549.99,0.2
337.0,1.0,18.0,1.0,449.0,0.05
337.0,2.0,4.0,1.0,2899.99,0.05
338.0,1.0,6.0,2.0,469.99,0.07
338.0,2.0,10.0,1.0,1549.0,0.07
338.0,3.0,22.0,1.0,269.99,0.1
338.0,4.0,11.0,2.0,1680.99,0.07
338.0,5.0,9.0,1.0,2999.99,0.05
339.0,1.0,13.0,1.0,269.99,0.1
339.0,2.0,15.0,2.0,529.99,0.05
340.0,1.0,11.0,1.0,1680.99,0.05
340.0,2.0,24.0,1.0,549.99,0.05
340.0,3.0,13.0,2.0,269.99,0.1
340.0,4.0,12.0,2.0,549.99,0.07
340.0,5.0,10.0,2.0,1549.0,0.1
341.0,1.0,23.0,2.0,299.99,0.05
342.0,1.0,26.0,1.0,599.99,0.07
342.0,2.0,9.0,1.0,2999.99,0.2
342.0,3.0,16.0,2.0,599.99,0.1
343.0,1.0,20.0,2.0,599.99,0.2
343.0,2.0,25.0,1.0,499.99,0.05
343.0,3.0,5.0,2.0,1320.99,0.05
343.0,4.0,10.0,1.0,1549.0,0.1
344.0,1.0,22.0,1.0,269.99,0.05
344.0,2.0,18.0,2.0,449.0,0.07
344.0,3.0,14.0,1.0,269.99,0.2
345.0,1.0,18.0,2.0,449.0,0.1
345.0,2.0,24.0,2.0,549.99,0.07
346.0,1.0,13.0,1.0,269.99,0.07
346.0,2.0,23.0,1.0,299.99,0.2
346.0,3.0,21.0,1.0,269.99,0.1
346.0,4.0,15.0,1.0,529.99,0.05
346.0,5.0,18.0,2.0,449.0,0.05
347.0,1.0,23.0,1.0,299.99,0.07
348.0,1.0,5.0,2.0,1320.99,0.05
348.0,2.0,15.0,2.0,529.99,0.07
349.0,1.0,20.0,2.0,599.99,0.2
350.0,1.0,6.0,2.0,469.99,0.05
350.0,2.0,20.0,1.0,599.99,0.07
350.0,3.0,3.0,1.0,999.99,0.07
351.0,1.0,4.0,2.0,2899.99,0.05
351.0,2.0,24.0,2.0,549.99,0.1
351.0,3.0,20.0,1.0,599.99,0.2
351.0,4.0,22.0,2.0,269.99,0.07
352.0,1.0,11.0,1.0,1680.99,0.2
352.0,2.0,14.0,1.0,269.99,0.2
353.0,1.0,2.0,2.0,749.99,0.2
354.0,1.0,21.0,1.0,269.99,0.2
354.0,2.0,19.0,1.0,449.0,0.05
355.0,1.0,16.0,1.0,599.99,0.1
355.0,2.0,14.0,2.0,269.99,0.07
356.0,1.0,23.0,2.0,299.99,0.05
356.0,2.0,4.0,1.0,2899.99,0.05
356.0,3.0,13.0,1.0,269.99,0.05
357.0,1.0,17.0,2.0,429.0,0.05
357.0,2.0,21.0,2.0,269.99,0.07
357.0,3.0,24.0,1.0,549.99,0.07
357.0,4.0,9.0,1.0,2999.99,0.05
358.0,1.0,21.0,2.0,269.99,0.1
358.0,2.0,6.0,2.0,469.99,0.07
358.0,3.0,8.0,2.0,1799.99,0.05
358.0,4.0,18.0,2.0,449.0,0.1
359.0,1.0,15.0,2.0,529.99,0.07
359.0,2.0,9.0,2.0,2999.99,0.07
359.0,3.0,7.0,2.0,3999.99,0.2
360.0,1.0,26.0,1.0,599.99,0.05
360.0,2.0,7.0,2.0,3999.99,0.2
360.0,3.0,13.0,2.0,269.99,0.05
360.0,4.0,25.0,1.0,499.99,0.1
361.0,1.0,24.0,2.0,549.99,0.05
361.0,2.0,6.0,2.0,469.99,0.1
361.0,3.0,11.0,1.0,1680.99,0.1
362.0,1.0,2.0,1.0,749.99,0.07
363.0,1.0,21.0,2.0,269.99,0.1
363.0,2.0,14.0,1.0,269.99,0.07
363.0,3.0,15.0,1.0,529.99,0.1
363.0,4.0,20.0,1.0,599.99,0.2
364.0,1.0,25.0,2.0,499.99,0.05
365.0,1.0,24.0,2.0,549.99,0.07
366.0,1.0,21.0,1.0,269.99,0.1
366.0,2.0,4.0,1.0,2899.99,0.07
366.0,3.0,16.0,2.0,599.99,0.2
367.0,1.0,26.0,2.0,599.99,0.1
367.0,2.0,14.0,1.0,269.99,0.05
367.0,3.0,10.0,2.0,1549.0,0.05
368.0,1.0,5.0,1.0,1320.99,0.2
368.0,2.0,10.0,2.0,1549.0,0.2
368.0,3.0,21.0,2.0,269.99,0.1
368.0,4.0,19.0,1.0,449.0,0.05
369.0,1.0,10.0,2.0,1549.0,0.07
370.0,1.0,25.0,2.0,499.99,0.05
370.0,2.0,4.0,2.0,2899.99,0.1
371.0,1.0,14.0,1.0,269.99,0.2
371.0,2.0,12.0,1.0,549.99,0.2
372.0,1.0,11.0,1.0,1680.99,0.05
372.0,2.0,14.0,2.0,269.99,0.1
372.0,3.0,5.0,1.0,1320.99,0.1
373.0,1.0,8.0,2.0,1799.99,0.05
373.0,2.0,22.0,1.0,269.99,0.1
373.0,3.0,19.0,2.0,449.0,0.2
373.0,4.0,12.0,1.0,549.99,0.1
373.0,5.0,13.0,1.0,269.99,0.1
374.0,1.0,10.0,1.0,1549.0,0.1
374.0,2.0,7.0,1.0,3999.99,0.07
375.0,1.0,21.0,2.0,269.99,0.05
375.0,2.0,2.0,2.0,749.99,0.05
375.0,3.0,4.0,2.0,2899.99,0.07
375.0,4.0,12.0,2.0,549.99,0.05
376.0,1.0,2.0,2.0,749.99,0.07
376.0,2.0,23.0,2.0,299.99,0.1
377.0,1.0,8.0,1.0,1799.99,0.05
377.0,2.0,14.0,1.0,269.99,0.07
378.0,1.0,26.0,2.0,599.99,0.05
379.0,1.0,9.0,1.0,2999.99,0.07
379.0,2.0,16.0,1.0,599.99,0.2
380.0,1.0,16.0,1.0,599.99,0.05
380.0,2.0,11.0,2.0,1680.99,0.05
381.0,1.0,21.0,2.0,269.99,0.07
382.0,1.0,8.0,1.0,1799.99,0.1
382.0,2.0,9.0,1.0,2999.99,0.1
382.0,3.0,13.0,1.0,269.99,0.07
383.0,1.0,19.0,1.0,449.0,0.07
383.0,2.0,22.0,2.0,269.99,0.05
383.0,3.0,13.0,1.0,269.99,0.1
383.0,4.0,21.0,2.0,269.99,0.05
383.0,5.0,14.0,1.0,269.99,0.1
384.0,1.0,20.0,1.0,599.99,0.1
384.0,2.0,21.0,2.0,269.99,0.2
384.0,3.0,8.0,1.0,1799.99,0.05
384.0,4.0,15.0,1.0,529.99,0.1
384.0,5.0,4.0,1.0,2899.99,0.2
385.0,1.0,21.0,1.0,269.99,0.07
385.0,2.0,7.0,2.0,3999.99,0.2
385.0,3.0,26.0,2.0,599.99,0.05
386.0,1.0,8.0,1.0,1799.99,0.2
386.0,2.0,3.0,2.0,999.99,0.05
386.0,3.0,16.0,2.0,599.99,0.2
387.0,1.0,18.0,1.0,449.0,0.2
388.0,1.0,19.0,2.0,449.0,0.2
388.0,2.0,13.0,2.0,269.99,0.07
388.0,3.0,2.0,1.0,749.99,0.07
388.0,4.0,11.0,1.0,1680.99,0.1
389.0,1.0,2.0,1.0,749.99,0.07
389.0,2.0,15.0,2.0,529.99,0.07
389.0,3.0,10.0,2.0,1549.0,0.05
389.0,4.0,5.0,1.0,1320.99,0.05
389.0,5.0,9.0,1.0,2999.99,0.2
390.0,1.0,23.0,1.0,299.99,0.05
390.0,2.0,7.0,2.0,3999.99,0.07
390.0,3.0,9.0,1.0,2999.99,0.05
391.0,1.0,8.0,1.0,1799.99,0.07
391.0,2.0,5.0,2.0,1320.99,0.2
391.0,3.0,24.0,2.0,549.99,0.07
392.0,1.0,14.0,2.0,269.99,0.1
392.0,2.0,3.0,2.0,999.99,0.05
393.0,1.0,6.0,2.0,469.99,0.2
394.0,1.0,23.0,1.0,299.99,0.05
394.0,2.0,16.0,1.0,599.99,0.2
394.0,3.0,14.0,2.0,269.99,0.2
395.0,1.0,14.0,1.0,269.99,0.05
396.0,1.0,12.0,1.0,549.99,0.1
396.0,2.0,25.0,2.0,499.99,0.05
396.0,3.0,5.0,1.0,1320.99,0.2
397.0,1.0,7.0,1.0,3999.99,0.05
398.0,1.0,8.0,2.0,1799.99,0.05
398.0,2.0,18.0,2.0,449.0,0.05
398.0,3.0,25.0,1.0,499.99,0.2
398.0,4.0,17.0,1.0,429.0,0.05
399.0,1.0,25.0,1.0,499.99,0.05
399.0,2.0,11.0,2.0,1680.99,0.05
399.0,3.0,14.0,1.0,269.99,0.1
400.0,1.0,24.0,2.0,549.99,0.07
400.0,2.0,9.0,1.0,2999.99,0.2
400.0,3.0,3.0,2.0,999.99,0.2
401.0,1.0,23.0,1.0,299.99,0.2
401.0,2.0,10.0,2.0,1549.0,0.2
402.0,1.0,6.0,2.0,469.99,0.07
402.0,2.0,5.0,1.0,1320.99,0.07
402.0,3.0,26.0,1.0,599.99,0.05
403.0,1.0,12.0,2.0,549.99,0.1
403.0,2.0,7.0,2.0,3999.99,0.2
403.0,3.0,22.0,2.0,269.99,0.05
403.0,4.0,24.0,1.0,549.99,0.2
404.0,1.0,9.0,1.0,2999.99,0.07
404.0,2.0,25.0,2.0,499.99,0.05
404.0,3.0,16.0,2.0,599.99,0.2
405.0,1.0,3.0,2.0,999.99,0.2
405.0,2.0,10.0,2.0,1549.0,0.1
405.0,3.0,14.0,2.0,269.99,0.07
406.0,1.0,4.0,1.0,2899.99,0.2
407.0,1.0,20.0,1.0,599.99,0.2
407.0,2.0,5.0,1.0,1320.99,0.05
408.0,1.0,18.0,1.0,449.0,0.2
408.0,2.0,3.0,1.0,999.99,0.07
408.0,3.0,2.0,2.0,749.99,0.07
408.0,4.0,17.0,2.0,429.0,0.2
409.0,1.0,15.0,1.0,529.99,0.07
409.0,2.0,16.0,2.0,599.99,0.2
409.0,3.0,21.0,1.0,269.99,0.05
410.0,1.0,25.0,1.0,499.99,0.1
410.0,2.0,9.0,2.0,2999.99,0.05
410.0,3.0,24.0,2.0,549.99,0.1
411.0,1.0,2.0,1.0,749.99,0.07
411.0,2.0,26.0,2.0,599.99,0.05
