order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
421,240.0,4,2016-09-05,2016-09-06,2016-09-08,1,3
422,398.0,4,2016-09-06,2016-09-07,2016-09-09,2,6
423,1397.0,4,2016-09-06,2016-09-09,2016-09-09,2,7
424,67.0,4,2016-09-08,2016-09-11,2016-09-11,1,3
425,843.0,4,2016-09-08,2016-09-11,2016-09-11,2,6
426,944.0,4,2016-09-08,2016-09-10,2016-09-10,2,6
427,434.0,4,2016-09-09,2016-09-10,2016-09-11,1,2
428,1039.0,4,2016-09-09,2016-09-12,2016-09-10,2,6
429,153.0,4,2016-09-10,2016-09-12,2016-09-12,3,8
430,272.0,4,2016-09-11,2016-09-13,2016-09-12,2,6
431,1217.0,4,2016-09-11,2016-09-12,2016-09-12,2,6
432,169.0,4,2016-09-12,2016-09-15,2016-09-14,1,2
433,1062.0,4,2016-09-12,2016-09-15,2016-09-13,2,6
434,726.0,4,2016-09-13,2016-09-15,2016-09-14,2,6
435,77.0,4,2016-09-14,2016-09-15,2016-09-16,3,9
436,791.0,4,2016-09-16,2016-09-19,2016-09-19,2,7
437,1085.0,4,2016-09-16,2016-09-18,2016-09-18,2,7
438,314.0,4,2016-09-16,2016-09-19,2016-09-18,3,8
439,149.0,4,2016-09-17,2016-09-20,2016-09-18,2,6
440,882.0,4,2016-09-17,2016-09-18,2016-09-19,2,7
441,704.0,4,2016-09-18,2016-09-19,2016-09-19,1,2
442,667.0,4,2016-09-18,2016-09-21,2016-09-21,2,7
443,1371.0,4,2016-09-18,2016-09-19,2016-09-20,2,6
444,30.0,4,2016-09-19,2016-09-20,2016-09-21,1,2
445,362.0,4,2016-09-19,2016-09-22,2016-09-22,2,6
446,399.0,4,2016-09-19,2016-09-21,2016-09-20,2,7
447,808.0,4,2016-09-20,2016-09-23,2016-09-22,3,8
448,101.0,4,2016-09-21,2016-09-22,2016-09-24,2,6
449,492.0,4,2016-09-21,2016-09-24,2016-09-22,2,7
450,575.0,4,2016-09-21,2016-09-24,2016-09-23,2,7
451,1146.0,4,2016-09-21,2016-09-23,2016-09-22,2,7
452,997.0,4,2016-09-22,2016-09-23,2016-09-24,2,7
453,1028.0,4,2016-09-22,2016-09-24,2016-09-25,2,7
454,988.0,4,2016-09-23,2016-09-25,2016-09-26,2,6
455,1055.0,4,2016-09-23,2016-09-24,2016-09-24,2,7
456,1061.0,4,2016-09-23,2016-09-26,2016-09-25,3,9
457,1349.0,4,2016-09-24,2016-09-27,2016-09-27,1,3
458,197.0,4,2016-09-25,2016-09-28,2016-09-26,2,6
459,874.0,4,2016-09-25,2016-09-28,2016-09-26,2,6
460,691.0,4,2016-09-25,2016-09-27,2016-09-26,3,8
461,853.0,4,2016-09-26,2016-09-27,2016-09-27,2,7
462,852.0,4,2016-09-27,2016-09-28,2016-09-29,2,6
463,964.0,4,2016-09-27,2016-09-28,2016-09-28,3,8
464,74.0,4,2016-09-28,2016-09-30,2016-09-29,2,7
465,1198.0,4,2016-09-28,2016-10-01,2016-10-01,2,6
466,1440.0,4,2016-09-28,2016-09-29,2016-10-01,2,7
467,555.0,4,2016-09-28,2016-09-30,2016-09-30,3,8
468,1261.0,4,2016-09-29,2016-10-02,2016-09-30,1,3
469,1089.0,4,2016-09-29,2016-10-02,2016-10-02,2,7
470,641.0,4,2016-09-30,2016-10-02,2016-10-02,1,3
471,697.0,4,2016-09-30,2016-10-02,2016-10-01,1,3
472,468.0,4,2016-09-30,2016-10-01,2016-10-01,2,7
473,549.0,4,2016-09-30,2016-10-02,2016-10-03,2,7
474,553.0,4,2016-10-01,2016-10-04,2016-10-04,1,3
475,241.0,4,2016-10-01,2016-10-04,2016-10-03,2,7
476,559.0,4,2016-10-01,2016-10-04,2016-10-02,2,6
477,449.0,4,2016-10-02,2016-10-05,2016-10-04,1,2
478,304.0,4,2016-10-02,2016-10-05,2016-10-03,2,7
479,984.0,4,2016-10-03,2016-10-04,2016-10-04,2,6
480,686.0,4,2016-10-04,2016-10-07,2016-10-05,1,3
481,481.0,4,2016-10-04,2016-10-07,2016-10-06,3,9
482,513.0,4,2016-10-05,2016-10-06,2016-10-06,2,6
483,703.0,4,2016-10-06,2016-10-07,2016-10-09,1,2
484,421.0,4,2016-10-06,2016-10-09,2016-10-07,2,7
485,465.0,4,2016-10-06,2016-10-08,2016-10-07,2,7
486,709.0,4,2016-10-06,2016-10-08,2016-10-09,2,7
487,827.0,4,2016-10-06,2016-10-09,2016-10-09,2,6
488,921.0,4,2016-10-06,2016-10-09,2016-10-08,2,6
489,899.0,4,2016-10-06,2016-10-08,2016-10-08,3,8
490,876.0,4,2016-10-07,2016-10-10,2016-10-09,2,6
491,1048.0,4,2016-10-08,2016-10-10,2016-10-11,1,2
492,191.0,4,2016-10-09,2016-10-10,2016-10-12,1,2
493,796.0,4,2016-10-09,2016-10-12,2016-10-11,1,3
494,875.0,4,2016-10-09,2016-10-10,2016-10-11,2,6
495,712.0,4,2016-10-10,2016-10-12,2016-10-13,1,3
496,193.0,4,2016-10-10,2016-10-12,2016-10-11,2,6
497,785.0,4,2016-10-10,2016-10-11,2016-10-11,2,6
498,1331.0,4,2016-10-10,2016-10-12,2016-10-11,2,6
499,260.0,4,2016-10-11,2016-10-14,2016-10-13,1,2
500,148.0,4,2016-10-11,2016-10-12,2016-10-13,2,6
501,977.0,4,2016-10-11,2016-10-12,2016-10-13,2,7
502,401.0,4,2016-10-12,2016-10-13,2016-10-13,3,9
503,932.0,4,2016-10-13,2016-10-16,2016-10-14,2,6
504,1381.0,4,2016-10-14,2016-10-15,2016-10-15,1,2
505,721.0,4,2016-10-14,2016-10-16,2016-10-17,2,6
506,831.0,4,2016-10-14,2016-10-16,2016-10-16,2,6
507,1378.0,4,2016-10-15,2016-10-17,2016-10-17,1,3
508,1359.0,4,2016-10-15,2016-10-18,2016-10-18,2,6
509,235.0,4,2016-10-16,2016-10-17,2016-10-17,2,7
510,586.0,4,2016-10-17,2016-10-18,2016-10-18,2,7
511,377.0,4,2016-10-18,2016-10-20,2016-10-19,2,7
512,8.0,4,2016-10-19,2016-10-22,2016-10-20,2,7
513,155.0,4,2016-10-19,2016-10-21,2016-10-21,2,6
514,927.0,4,2016-10-19,2016-10-21,2016-10-20,2,7
515,986.0,4,2016-10-19,2016-10-20,2016-10-22,2,6
516,111.0,4,2016-10-21,2016-10-23,2016-10-24,2,6
517,613.0,4,2016-10-21,2016-10-22,2016-10-24,2,6
518,1374.0,4,2016-10-22,2016-10-24,2016-10-25,1,2
519,54.0,4,2016-10-22,2016-10-23,2016-10-24,2,7
520,639.0,4,2016-10-23,2016-10-26,2016-10-24,2,7
521,664.0,4,2016-10-23,2016-10-25,2016-10-25,2,6
522,724.0,4,2016-10-23,2016-10-24,2016-10-24,2,7
523,1056.0,4,2016-10-24,2016-10-26,2016-10-27,2,6
524,569.0,4,2016-10-25,2016-10-26,2016-10-27,1,2
525,1315.0,4,2016-10-26,2016-10-28,2016-10-29,1,3
526,1096.0,4,2016-10-26,2016-10-28,2016-10-28,2,6
527,506.0,4,2016-10-27,2016-10-29,2016-10-28,1,2
528,676.0,4,2016-10-28,2016-10-31,2016-10-31,2,7
529,753.0,4,2016-10-28,2016-10-30,2016-10-31,2,7
530,773.0,4,2016-10-28,2016-10-31,2016-10-31,2,6
531,116.0,4,2016-10-28,2016-10-29,2016-10-30,3,8
532,817.0,4,2016-10-29,2016-10-31,2016-10-30,2,7
533,1334.0,4,2016-10-29,2016-11-01,2016-11-01,2,6
534,1406.0,4,2016-10-29,2016-10-30,2016-10-31,2,7
535,835.0,4,2016-10-29,2016-10-31,2016-11-01,3,9
536,759.0,4,2016-10-31,2016-11-02,2016-11-01,1,3
537,1353.0,4,2016-10-31,2016-11-01,2016-11-03,1,2
538,341.0,4,2016-11-02,2016-11-05,2016-11-05,2,6
539,1144.0,4,2016-11-02,2016-11-04,2016-11-03,2,7
540,1429.0,4,2016-11-03,2016-11-05,2016-11-06,1,3
541,1228.0,4,2016-11-04,2016-11-07,2016-11-07,1,3
542,313.0,4,2016-11-04,2016-11-06,2016-11-05,2,7
543,62.0,4,2016-11-06,2016-11-09,2016-11-08,2,6
544,321.0,4,2016-11-06,2016-11-07,2016-11-08,2,7
545,1108.0,4,2016-11-08,2016-11-10,2016-11-09,3,9
546,470.0,4,2016-11-09,2016-11-12,2016-11-10,2,7
547,20.0,4,2016-11-09,2016-11-11,2016-11-10,3,8
548,739.0,4,2016-11-11,2016-11-13,2016-11-13,2,7
549,64.0,3,2016-11-12,2016-11-12,,3,9
550,892.0,4,2016-11-12,2016-11-14,2016-11-15,2,7
551,1169.0,4,2016-11-12,2016-11-13,2016-11-13,2,6
552,1282.0,4,2016-11-12,2016-11-15,2016-11-13,2,7
553,913.0,4,2016-11-12,2016-11-13,2016-11-15,3,9
554,104.0,4,2016-11-13,2016-11-14,2016-11-16,1,3
555,212.0,4,2016-11-13,2016-11-14,2016-11-16,2,7
556,61.0,4,2016-11-13,2016-11-14,2016-11-15,3,9
557,1248.0,4,2016-11-14,2016-11-17,2016-11-15,2,6
558,1443.0,4,2016-11-15,2016-11-16,2016-11-17,2,7
559,959.0,4,2016-11-16,2016-11-17,2016-11-17,1,2
560,1405.0,4,2016-11-18,2016-11-19,2016-11-21,2,6
561,90.0,4,2016-11-19,2016-11-22,2016-11-22,2,6
562,942.0,4,2016-11-19,2016-11-20,2016-11-22,2,7
563,365.0,4,2016-11-20,2016-11-22,2016-11-21,2,6
564,1058.0,4,2016-11-20,2016-11-23,2016-11-22,2,7
565,894.0,4,2016-11-21,2016-11-22,2016-11-22,2,7
566,298.0,4,2016-11-22,2016-11-25,2016-11-23,1,3
567,1430.0,4,2016-11-22,2016-11-23,2016-11-23,1,2
568,1275.0,4,2016-11-23,2016-11-25,2016-11-24,1,3
569,707.0,4,2016-11-23,2016-11-24,2016-11-25,2,6
570,989.0,4,2016-11-23,2016-11-24,2016-11-25,2,6
571,5.0,4,2016-11-24,2016-11-25,2016-11-27,1,2
572,178.0,4,2016-11-24,2016-11-26,2016-11-26,2,6
573,423.0,4,2016-11-24,2016-11-26,2016-11-27,2,6
574,833.0,4,2016-11-26,2016-11-27,2016-11-29,2,7
575,33.0,4,2016-11-27,2016-11-28,2016-11-30,1,3
576,1272.0,4,2016-11-27,2016-11-30,2016-11-28,1,3
577,445.0,4,2016-11-27,2016-11-30,2016-11-29,2,6
578,819.0,4,2016-11-27,2016-11-28,2016-11-29,2,7
579,160.0,4,2016-11-27,2016-11-30,2016-11-29,3,8
580,581.0,4,2016-11-30,2016-12-02,2016-12-02,1,3
581,688.0,4,2016-12-03,2016-12-05,2016-12-06,1,3
582,32.0,3,2016-12-04,2016-12-04,,1,2
583,792.0,4,2016-12-04,2016-12-05,2016-12-07,2,7
584,1209.0,4,2016-12-04,2016-12-05,2016-12-05,2,7
585,1219.0,4,2016-12-04,2016-12-05,2016-12-05,2,7
586,1306.0,4,2016-12-04,2016-12-06,2016-12-05,2,6
587,487.0,4,2016-12-06,2016-12-08,2016-12-08,1,2
588,102.0,4,2016-12-06,2016-12-07,2016-12-07,2,7
589,719.0,4,2016-12-06,2016-12-07,2016-12-07,2,7
590,990.0,4,2016-12-06,2016-12-09,2016-12-07,2,7
591,1211.0,4,2016-12-06,2016-12-09,2016-12-09,2,7
592,1232.0,4,2016-12-06,2016-12-08,2016-12-08,2,7
593,50.0,4,2016-12-07,2016-12-10,2016-12-08,3,8
594,1318.0,4,2016-12-07,2016-12-08,2016-12-08,3,8
595,538.0,4,2016-12-08,2016-12-09,2016-12-11,1,2
596,952.0,4,2016-12-08,2016-12-09,2016-12-09,1,3
597,1121.0,4,2016-12-08,2016-12-09,2016-12-10,2,6
598,40.0,3,2016-12-09,2016-12-09,,1,3
599,1.0,4,2016-12-09,2016-12-10,2016-12-12,2,6
600,624.0,4,2016-12-09,2016-12-12,2016-12-11,2,7
601,683.0,4,2016-12-09,2016-12-10,2016-12-10,2,6
602,823.0,4,2016-12-09,2016-12-10,2016-12-11,2,6
603,1032.0,4,2016-12-09,2016-12-10,2016-12-10,2,7
604,96.0,4,2016-12-10,2016-12-13,2016-12-12,2,7
605,1208.0,4,2016-12-10,2016-12-11,2016-12-12,2,6
606,18.0,4,2016-12-11,2016-12-12,2016-12-13,2,7
607,309.0,4,2016-12-11,2016-12-14,2016-12-13,2,6
608,1103.0,4,2016-12-12,2016-12-15,2016-12-14,1,3
609,896.0,4,2016-12-12,2016-12-13,2016-12-14,2,7
610,711.0,4,2016-12-13,2016-12-15,2016-12-14,2,6
611,1073.0,4,2016-12-15,2016-12-17,2016-12-18,2,7
612,634.0,4,2016-12-16,2016-12-17,2016-12-17,2,7
613,1159.0,4,2016-12-17,2016-12-19,2016-12-19,2,7
614,654.0,4,2016-12-18,2016-12-21,2016-12-21,1,2
615,560.0,4,2016-12-19,2016-12-22,2016-12-21,3,9
616,1444.0,4,2016-12-20,2016-12-23,2016-12-23,2,6
617,118.0,4,2016-12-21,2016-12-23,2016-12-23,2,7
618,131.0,4,2016-12-21,2016-12-22,2016-12-22,2,6
619,454.0,4,2016-12-22,2016-12-25,2016-12-25,2,7
620,466.0,4,2016-12-22,2016-12-24,2016-12-24,2,6
621,1157.0,4,2016-12-23,2016-12-25,2016-12-24,2,6
622,1398.0,4,2016-12-23,2016-12-26,2016-12-25,2,7
623,678.0,4,2016-12-24,2016-12-26,2016-12-27,2,6
624,814.0,4,2016-12-24,2016-12-25,2016-12-27,2,6
625,1163.0,4,2016-12-25,2016-12-28,2016-12-26,1,2
626,130.0,4,2016-12-25,2016-12-28,2016-12-27,2,7
627,1119.0,4,2016-12-25,2016-12-26,2016-12-28,2,6
628,561.0,4,2016-12-26,2016-12-29,2016-12-27,1,3
629,973.0,4,2016-12-26,2016-12-27,2016-12-29,1,2
630,1404.0,4,2016-12-26,2016-12-27,2016-12-28,2,6
631,855.0,4,2016-12-27,2016-12-29,2016-12-29,1,3
632,163.0,4,2016-12-27,2016-12-29,2016-12-29,2,7
633,1040.0,4,2016-12-28,2016-12-31,2016-12-30,3,8
634,27.0,4,2016-12-29,2017-01-01,2016-12-30,2,6
635,520.0,4,2016-12-30,2017-01-02,2016-12-31,2,6
636,532.0,4,2017-01-03,2017-01-04,2017-01-05,1,2
637,512.0,4,2017-01-03,2017-01-05,2017-01-05,2,6
638,1302.0,4,2017-01-04,2017-01-05,2017-01-06,2,7
639,550.0,4,2017-01-06,2017-01-07,2017-01-07,2,6
640,1093.0,4,2017-01-06,2017-01-08,2017-01-07,2,6
641,673.0,4,2017-01-07,2017-01-10,2017-01-08,1,3
642,847.0,4,2017-01-07,2017-01-09,2017-01-10,2,7
643,901.0,4,2017-01-08,2017-01-09,2017-01-11,1,3
644,439.0,4,2017-01-08,2017-01-11,2017-01-10,2,6
645,1199.0,4,2017-01-08,2017-01-11,2017-01-10,2,6
646,975.0,4,2017-01-09,2017-01-12,2017-01-11,1,2
647,283.0,4,2017-01-09,2017-01-10,2017-01-11,2,7
648,684.0,4,2017-01-09,2017-01-11,2017-01-11,2,6
649,1153.0,4,2017-01-10,2017-01-11,2017-01-13,1,3
650,729.0,4,2017-01-11,2017-01-14,2017-01-12,1,2
651,190.0,4,2017-01-11,2017-01-13,2017-01-13,2,7
652,985.0,4,2017-01-12,2017-01-15,2017-01-13,3,9
653,1249.0,4,2017-01-14,2017-01-17,2017-01-15,1,2
654,1129.0,4,2017-01-14,2017-01-15,2017-01-17,2,7
655,347.0,4,2017-01-16,2017-01-17,2017-01-18,1,3
656,949.0,4,2017-01-16,2017-01-17,2017-01-18,2,7
657,349.0,4,2017-01-17,2017-01-19,2017-01-20,1,2
658,1051.0,4,2017-01-17,2017-01-18,2017-01-18,2,7
659,1391.0,4,2017-01-17,2017-01-19,2017-01-18,2,7
660,383.0,4,2017-01-18,2017-01-19,2017-01-19,2,7
661,626.0,4,2017-01-18,2017-01-19,2017-01-20,2,6
662,1125.0,4,2017-01-19,2017-01-20,2017-01-20,1,3
663,344.0,4,2017-01-20,2017-01-22,2017-01-23,1,3
664,681.0,4,2017-01-20,2017-01-23,2017-01-22,2,7
665,29.0,4,2017-01-21,2017-01-22,2017-01-23,2,6
666,770.0,4,2017-01-21,2017-01-22,2017-01-24,2,7
667,858.0,4,2017-01-22,2017-01-24,2017-01-25,2,7
668,297.0,4,2017-01-22,2017-01-23,2017-01-24,3,8
669,745.0,4,2017-01-23,2017-01-24,2017-01-26,2,7
670,361.0,4,2017-01-24,2017-01-25,2017-01-25,2,6
671,922.0,4,2017-01-25,2017-01-28,2017-01-26,2,7
672,908.0,4,2017-01-26,2017-01-29,2017-01-29,2,6
673,64.0,4,2017-01-26,2017-01-28,2017-01-27,3,9
674,733.0,4,2017-01-27,2017-01-28,2017-01-29,2,6
675,291.0,4,2017-01-28,2017-01-31,2017-01-30,2,7
676,790.0,4,2017-01-28,2017-01-30,2017-01-31,2,7
677,809.0,4,2017-01-28,2017-01-31,2017-01-30,2,7
678,250.0,4,2017-01-28,2017-01-29,2017-01-31,3,9
679,81.0,4,2017-01-29,2017-01-30,2017-01-30,1,3
680,245.0,4,2017-01-29,2017-02-01,2017-01-30,1,3
681,499.0,4,2017-01-29,2017-02-01,2017-01-31,2,7
682,614.0,4,2017-01-29,2017-01-30,2017-01-30,2,6
683,741.0,4,2017-01-29,2017-01-31,2017-02-01,2,6
684,762.0,4,2017-01-31,2017-02-01,2017-02-02,2,6
685,976.0,4,2017-01-31,2017-02-03,2017-02-02,2,7
686,380.0,4,2017-02-01,2017-02-03,2017-02-04,2,7
687,530.0,4,2017-02-02,2017-02-05,2017-02-04,1,3
688,343.0,4,2017-02-02,2017-02-03,2017-02-05,2,7
689,884.0,4,2017-02-02,2017-02-03,2017-02-05,2,7
690,1097.0,4,2017-02-03,2017-02-04,2017-02-06,1,2
691,1081.0,4,2017-02-04,2017-02-06,2017-02-06,2,7
692,2.0,3,2017-02-05,2017-02-05,,1,3
693,1233.0,4,2017-02-05,2017-02-07,2017-02-06,1,3
694,58.0,4,2017-02-05,2017-02-06,2017-02-08,2,7
695,606.0,4,2017-02-05,2017-02-08,2017-02-07,2,7
696,1242.0,4,2017-02-05,2017-02-08,2017-02-08,2,7
697,562.0,4,2017-02-06,2017-02-08,2017-02-09,1,2
698,543.0,4,2017-02-06,2017-02-08,2017-02-09,3,8
699,958.0,4,2017-02-06,2017-02-08,2017-02-09,3,9
700,4.0,4,2017-02-07,2017-02-10,2017-02-08,2,6
701,850.0,4,2017-02-07,2017-02-08,2017-02-09,3,9
702,1352.0,4,2017-02-08,2017-02-09,2017-02-11,1,3
703,417.0,4,2017-02-08,2017-02-09,2017-02-09,2,7
704,1137.0,4,2017-02-08,2017-02-09,2017-02-11,2,6
705,1196.0,4,2017-02-08,2017-02-11,2017-02-11,2,7
706,1271.0,4,2017-02-09,2017-02-12,2017-02-10,1,2
707,79.0,4,2017-02-09,2017-02-11,2017-02-11,2,7
708,660.0,4,2017-02-10,2017-02-12,2017-02-11,1,2
709,1162.0,4,2017-02-11,2017-02-13,2017-02-12,2,6
710,295.0,4,2017-02-13,2017-02-15,2017-02-16,2,6
711,1246.0,4,2017-02-13,2017-02-16,2017-02-14,2,6
712,173.0,4,2017-02-13,2017-02-14,2017-02-16,3,9
713,207.0,4,2017-02-13,2017-02-14,2017-02-15,3,8
714,805.0,4,2017-02-14,2017-02-17,2017-02-15,2,7
715,12.0,3,2017-02-15,2017-02-15,,2,6
716,672.0,4,2017-02-15,2017-02-17,2017-02-18,2,6
717,1312.0,4,2017-02-15,2017-02-18,2017-02-17,2,6
718,38.0,4,2017-02-16,2017-02-17,2017-02-17,2,7
719,200.0,4,2017-02-16,2017-02-19,2017-02-18,2,6
720,382.0,4,2017-02-16,2017-02-19,2017-02-19,2,6
721,625.0,4,2017-02-16,2017-02-19,2017-02-17,2,7
722,1399.0,4,2017-02-18,2017-02-20,2017-02-21,2,7
723,845.0,4,2017-02-19,2017-02-21,2017-02-22,2,6
724,864.0,4,2017-02-19,2017-02-22,2017-02-21,2,6
725,870.0,4,2017-02-19,2017-02-22,2017-02-22,2,7
726,969.0,4,2017-02-19,2017-02-22,2017-02-20,2,6
727,962.0,4,2017-02-19,2017-02-22,2017-02-21,3,9
728,1138.0,4,2017-02-20,2017-02-21,2017-02-23,1,3
729,897.0,4,2017-02-20,2017-02-22,2017-02-21,2,7
730,500.0,4,2017-02-21,2017-02-24,2017-02-22,2,6
731,910.0,4,2017-02-25,2017-02-27,2017-02-27,3,9
732,147.0,4,2017-02-26,2017-02-27,2017-03-01,2,7
733,832.0,4,2017-02-26,2017-03-01,2017-02-27,2,7
734,939.0,4,2017-02-26,2017-02-28,2017-03-01,3,9
735,20.0,3,2017-02-27,2017-02-27,,3,9
736,184.0,4,2017-02-27,2017-02-28,2017-02-28,2,7
737,694.0,4,2017-02-27,2017-03-01,2017-02-28,2,6
738,124.0,4,2017-02-28,2017-03-01,2017-03-03,1,2
739,49.0,4,2017-02-28,2017-03-01,2017-03-02,2,6
740,1113.0,4,2017-02-28,2017-03-01,2017-03-02,2,6
741,119.0,4,2017-02-28,2017-03-01,2017-03-01,3,8
742,433.0,4,2017-02-28,2017-03-01,2017-03-01,3,9
743,137.0,4,2017-03-01,2017-03-04,2017-03-04,2,6
744,166.0,4,2017-03-01,2017-03-02,2017-03-02,2,7
745,698.0,4,2017-03-01,2017-03-03,2017-03-03,2,7
746,391.0,4,2017-03-02,2017-03-04,2017-03-05,1,3
747,87.0,4,2017-03-03,2017-03-04,2017-03-05,1,3
748,1072.0,4,2017-03-03,2017-03-05,2017-03-04,3,8
749,255.0,4,2017-03-04,2017-03-07,2017-03-05,2,7
750,232.0,4,2017-03-04,2017-03-07,2017-03-05,3,8
751,731.0,4,2017-03-05,2017-03-08,2017-03-07,1,3
752,335.0,4,2017-03-05,2017-03-06,2017-03-07,2,6
753,1201.0,4,2017-03-05,2017-03-08,2017-03-08,2,7
754,646.0,4,2017-03-06,2017-03-07,2017-03-08,1,2
755,531.0,4,2017-03-06,2017-03-07,2017-03-07,2,6
756,1143.0,4,2017-03-06,2017-03-07,2017-03-09,2,6
757,1336.0,4,2017-03-06,2017-03-08,2017-03-09,2,7
758,953.0,4,2017-03-06,2017-03-08,2017-03-07,3,9
759,284.0,4,2017-03-07,2017-03-09,2017-03-08,2,7
760,1104.0,4,2017-03-07,2017-03-10,2017-03-10,2,6
761,1291.0,4,2017-03-07,2017-03-08,2017-03-10,2,7
762,572.0,4,2017-03-08,2017-03-09,2017-03-09,2,6
763,842.0,4,2017-03-08,2017-03-10,2017-03-09,3,9
764,701.0,4,2017-03-09,2017-03-10,2017-03-12,1,2
765,1152.0,4,2017-03-09,2017-03-11,2017-03-12,1,2
766,141.0,4,2017-03-09,2017-03-11,2017-03-12,2,6
767,564.0,4,2017-03-09,2017-03-10,2017-03-11,2,7
768,841.0,4,2017-03-09,2017-03-12,2017-03-10,2,7
769,946.0,4,2017-03-09,2017-03-11,2017-03-11,2,6
770,135.0,4,2017-03-09,2017-03-11,2017-03-11,3,9
771,671.0,4,2017-03-11,2017-03-14,2017-03-12,1,3
772,448.0,4,2017-03-11,2017-03-12,2017-03-13,2,7
773,1385.0,4,2017-03-11,2017-03-12,2017-03-12,2,6
774,690.0,4,2017-03-12,2017-03-14,2017-03-14,2,6
775,968.0,4,2017-03-12,2017-03-13,2017-03-13,2,6
776,490.0,4,2017-03-13,2017-03-15,2017-03-16,2,6
777,496.0,4,2017-03-13,2017-03-16,2017-03-16,2,6
778,56.0,3,2017-03-15,2017-03-15,,3,9
779,367.0,4,2017-03-15,2017-03-16,2017-03-18,2,6
780,592.0,4,2017-03-15,2017-03-17,2017-03-17,2,6
781,1018.0,4,2017-03-15,2017-03-16,2017-03-17,2,6
782,1298.0,4,2017-03-15,2017-03-16,2017-03-18,2,7
783,1343.0,4,2017-03-16,2017-03-19,2017-03-17,1,2
784,430.0,4,2017-03-16,2017-03-19,2017-03-19,2,7
785,794.0,4,2017-03-18,2017-03-19,2017-03-20,1,2
786,249.0,4,2017-03-18,2017-03-20,2017-03-19,2,6
787,700.0,4,2017-03-18,2017-03-20,2017-03-19,3,9
788,1363.0,4,2017-03-18,2017-03-20,2017-03-20,3,9
789,772.0,4,2017-03-19,2017-03-20,2017-03-20,2,6
790,1015.0,4,2017-03-19,2017-03-21,2017-03-22,2,7
791,432.0,4,2017-03-20,2017-03-22,2017-03-23,2,6
792,479.0,4,2017-03-22,2017-03-23,2017-03-24,2,6
793,653.0,4,2017-03-23,2017-03-24,2017-03-24,2,6
794,863.0,4,2017-03-23,2017-03-25,2017-03-24,2,7
795,992.0,4,2017-03-23,2017-03-25,2017-03-26,2,7
796,154.0,4,2017-03-23,2017-03-26,2017-03-25,3,9
797,374.0,4,2017-03-24,2017-03-26,2017-03-26,2,7
798,619.0,4,2017-03-26,2017-03-28,2017-03-29,1,3
799,607.0,4,2017-03-27,2017-03-28,2017-03-29,1,3
800,1057.0,4,2017-03-27,2017-03-29,2017-03-28,2,6
801,78.0,4,2017-03-28,2017-03-29,2017-03-30,1,2
802,340.0,4,2017-03-28,2017-03-29,2017-03-30,2,6
803,1105.0,4,2017-03-28,2017-03-31,2017-03-30,3,8
804,95.0,4,2017-03-29,2017-03-31,2017-03-30,2,6
805,420.0,4,2017-03-29,2017-03-30,2017-04-01,2,6
806,234.0,4,2017-03-30,2017-03-31,2017-03-31,2,7
807,1148.0,4,2017-03-30,2017-04-01,2017-04-02,2,6
808,315.0,4,2017-03-31,2017-04-02,2017-04-02,2,6
809,1222.0,4,2017-03-31,2017-04-03,2017-04-03,2,7
810,153.0,3,2017-04-01,2017-04-01,,3,8
811,524.0,4,2017-04-01,2017-04-04,2017-04-04,2,7
812,1164.0,4,2017-04-01,2017-04-02,2017-04-03,2,7
813,1203.0,4,2017-04-01,2017-04-03,2017-04-02,3,9
814,629.0,4,2017-04-02,2017-04-05,2017-04-03,2,7
815,1251.0,4,2017-04-03,2017-04-05,2017-04-04,1,3
816,811.0,4,2017-04-03,2017-04-05,2017-04-05,2,6
817,301.0,4,2017-04-04,2017-04-05,2017-04-07,2,7
818,1319.0,4,2017-04-04,2017-04-07,2017-04-07,2,6
819,221.0,4,2017-04-04,2017-04-07,2017-04-05,3,9
820,725.0,4,2017-04-05,2017-04-08,2017-04-07,2,7
821,1181.0,4,2017-04-05,2017-04-07,2017-04-08,2,7
822,294.0,4,2017-04-06,2017-04-08,2017-04-09,2,7
823,415.0,4,2017-04-06,2017-04-07,2017-04-08,3,8
824,993.0,4,2017-04-07,2017-04-09,2017-04-10,1,2
825,10.0,4,2017-04-07,2017-04-08,2017-04-09,2,7
826,45.0,4,2017-04-07,2017-04-10,2017-04-10,2,6
827,666.0,4,2017-04-07,2017-04-10,2017-04-10,2,7
828,246.0,4,2017-04-09,2017-04-10,2017-04-12,2,6
829,674.0,4,2017-04-09,2017-04-10,2017-04-10,2,7
830,431.0,4,2017-04-11,2017-04-14,2017-04-12,2,6
831,1000.0,4,2017-04-11,2017-04-12,2017-04-12,2,7
832,1215.0,4,2017-04-11,2017-04-12,2017-04-12,2,7
833,406.0,4,2017-04-12,2017-04-14,2017-04-15,2,7
834,890.0,4,2017-04-12,2017-04-13,2017-04-15,2,6
835,940.0,4,2017-04-13,2017-04-15,2017-04-14,1,2
836,455.0,4,2017-04-13,2017-04-16,2017-04-14,2,6
837,948.0,4,2017-04-13,2017-04-16,2017-04-14,2,7
838,1395.0,4,2017-04-14,2017-04-17,2017-04-15,2,7
839,1332.0,4,2017-04-15,2017-04-18,2017-04-16,1,3
840,372.0,4,2017-04-15,2017-04-16,2017-04-16,2,6
841,428.0,4,2017-04-15,2017-04-18,2017-04-17,2,7
